household_id,person_number,education_level_code,education_attendance_code,institution_type_code,reason_not_attending_code,education_level_flag,education_attendance_flag,education_level,education_attendance,institution_type,reason_not_attending
798145240000047801,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145240000047801,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145330000000401,01,12,2,88,18,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Other reason
798145330000000401,02,7,2,88,6,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,"Working (at home, business or job)"
798145330000000401,03,6,2,88,6,NA,NA,Grade 6/Standard 4,No,Not applicable,"Working (at home, business or job)"
798145330000005801,01,21,2,88,6,NA,NA,Higher/National/Advanced Certificate with Grade 12/NQF 5,No,Not applicable,"Working (at home, business or job)"
798145330000005801,02,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
798145330000022001,01,24,2,88,6,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,"Working (at home, business or job)"
798145330000027401,01,12,2,88,18,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Other reason
798145330000027401,02,10,2,88,6,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,"Working (at home, business or job)"
798145330000027401,03,10,2,88,9,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Unable to perform at school
798145330000027401,04,21,1,6,88,NA,NA,Higher/National/Advanced Certificate with Grade 12/NQF 5,Yes,TVET college,Not applicable
798145330000027401,05,7,1,2,88,NA,NA,Grade 7/Standard 5/ABET/AET 3,Yes,School (Grade R-12),Not applicable
798145330000032801,01,10,2,88,18,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Other reason
798145330000032801,02,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
798145330000032801,03,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
798145330000038201,01,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
798145330000038201,02,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
798145330000043601,01,20,1,7,88,NA,NA,Diploma less than Grade 12,Yes,Other college,Not applicable
798145330000043601,02,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
798145360000006201,01,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
798145360000006201,02,21,2,88,6,NA,NA,Higher/National/Advanced Certificate with Grade 12/NQF 5,No,Not applicable,"Working (at home, business or job)"
798145360000006201,03,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145360000013301,01,7,2,88,18,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,Other reason
798145360000013301,02,10,2,88,6,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,"Working (at home, business or job)"
798145360000013301,03,9,2,88,18,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Other reason
798145360000013301,04,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
798145360000013301,05,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
798145360000013301,06,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
798145360000020401,01,10,2,88,18,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Other reason
798145360000020401,02,8,2,88,6,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,"Working (at home, business or job)"
798145360000027501,01,10,2,88,6,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,"Working (at home, business or job)"
798145360000027501,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798145360000027501,03,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
798145360000034601,01,6,2,88,6,NA,NA,Grade 6/Standard 4,No,Not applicable,"Working (at home, business or job)"
798145360000034601,02,4,2,88,18,NA,NA,Grade 4/Standard 2,No,Not applicable,Other reason
798145360000041701,01,23,2,88,6,NA,NA,Higher Diploma/B-Tech/Occupational Cert NQF 7,No,Not applicable,"Working (at home, business or job)"
798145360000041701,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145360000048801,01,8,2,88,6,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,"Working (at home, business or job)"
798145360000048801,02,7,2,88,6,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,"Working (at home, business or job)"
798145360000055901,01,16,2,88,18,NA,NA,N4/NTC 4/Occupational Cert NQF 5,No,Not applicable,Other reason
798145360000055901,02,10,2,88,18,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Other reason
798145360000055901,03,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
798145370000003701,01,23,2,88,6,NA,NA,Higher Diploma/B-Tech/Occupational Cert NQF 7,No,Not applicable,"Working (at home, business or job)"
798145370000010401,01,11,2,88,7,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Family commitment (e.g. child minding)
798145370000010401,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145370000010401,03,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
798145370000023801,01,5,2,88,6,NA,NA,Grade 5/Standard 3/ABET/AET 2,No,Not applicable,"Working (at home, business or job)"
798145370000023801,02,9,2,88,17,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,No time / too busy
798145370000030501,01,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
798145370000030501,02,10,2,88,6,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,"Working (at home, business or job)"
798145370000030501,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798145370000037201,01,8,2,88,6,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,"Working (at home, business or job)"
798145370000037201,02,5,2,88,15,NA,NA,Grade 5/Standard 3/ABET/AET 2,No,Not applicable,Violence in school
798145370000050601,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145370000050601,02,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
798145370000057301,01,10,2,88,18,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Other reason
798145370000070701,01,16,1,7,88,NA,NA,N4/NTC 4/Occupational Cert NQF 5,Yes,Other college,Not applicable
798145370000077401,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145370000084101,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145370000084101,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145370000090801,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145740000011701,01,24,2,88,18,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Other reason
798145740000011701,02,22,2,88,6,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,"Working (at home, business or job)"
798145740000011701,03,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145740000011701,04,12,2,88,18,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Other reason
798145740000011701,05,12,1,7,88,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,Yes,Other college,Not applicable
798145770000002801,01,24,2,88,6,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,"Working (at home, business or job)"
798145770000002801,02,24,2,88,6,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,"Working (at home, business or job)"
798145770000005601,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798145770000005601,02,25,2,88,6,NA,NA,Honours Degree/Postgrad Diploma/Occupational Cert NQF 8,No,Not applicable,"Working (at home, business or job)"
798145770000011201,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798145770000011201,02,24,2,88,6,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,"Working (at home, business or job)"
798145770000011201,03,12,1,5,88,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,Yes,Higher education institution (university / university of technology),Not applicable
798145770000011201,04,12,1,5,88,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,Yes,Higher education institution (university / university of technology),Not applicable
798145770000014001,01,22,2,88,1,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Too old/young
798145770000014001,02,20,2,88,1,NA,NA,Diploma less than Grade 12,No,Not applicable,Too old/young
798146050000002701,01,22,2,88,6,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,"Working (at home, business or job)"
798146050000002701,02,15,2,88,6,NA,NA,NTC III/N3/NQF 3,No,Not applicable,"Working (at home, business or job)"
798146050000002701,03,12,2,88,18,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Other reason
798146050000002701,04,12,2,88,18,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Other reason
798146050000005901,01,12,2,88,18,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Other reason
798146050000005901,02,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
798146050000005901,03,12,2,88,18,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Other reason
798146511220000201,01,4,2,88,1,NA,NA,Grade 4/Standard 2,No,Not applicable,Too old/young
798146511220000201,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146511220000301,01,7,2,88,1,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,Too old/young
798146511220000301,02,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
798146511220000401,01,29,2,88,6,NA,NA,NA,No,Not applicable,"Working (at home, business or job)"
798146511220000401,02,11,2,88,7,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Family commitment (e.g. child minding)
798146610000001501,01,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
798146610000001501,02,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
798146610000001501,03,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146610000004201,01,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
798146610000006901,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146610000006901,02,12,2,88,11,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Pregnancy
798146610000009601,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146610000012301,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146610000012301,02,24,2,88,7,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Family commitment (e.g. child minding)
798146610000012301,03,22,2,88,7,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Family commitment (e.g. child minding)
798146610000012301,04,12,1,7,88,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,Yes,Other college,Not applicable
798146610000012301,05,12,1,7,88,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,Yes,Other college,Not applicable
798146610000020401,01,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
798146610000020401,02,10,2,88,7,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Family commitment (e.g. child minding)
798146610000023101,01,24,2,88,7,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Family commitment (e.g. child minding)
798146610000023101,02,22,2,88,7,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Family commitment (e.g. child minding)
798146610000023101,03,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
798146610000023101,04,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
798146610000025801,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146610000025801,02,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
798146610000025801,03,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
798146610000025801,04,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
798146610000025801,06,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
798146610000028501,01,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
798146610000028501,02,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
798146610000028501,03,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
798146610000031201,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146610000031201,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000002801,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000002801,02,22,2,88,5,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,No money for fees
798146680000002801,03,12,2,88,16,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Not accepted for enrolment
798146680000002801,04,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
798146680000008001,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
798146680000013201,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000013201,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000018401,01,12,2,88,11,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Pregnancy
798146680000023601,01,11,2,88,11,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Pregnancy
798146680000028801,01,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
798146680000028801,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000034001,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000034001,02,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
798146680000039201,01,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
798146680000044401,01,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
798146680000044401,02,11,NA,88,5,NA,text placeholder 'Unknown' set to missing,Grade 11/Standard 9/Form 4/NCV 3,NA,Not applicable,No money for fees
798146680000060001,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000060001,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000065201,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146680000070401,01,22,2,88,7,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Family commitment (e.g. child minding)
798146680000070401,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000075601,01,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
798146680000075601,02,7,2,88,5,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,No money for fees
798146680000080801,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000080801,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000086001,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000086001,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000096401,01,17,2,88,5,NA,NA,N5/NTC 5/Occupational Cert NQF 5,No,Not applicable,No money for fees
798146680000106801,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000106801,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146680000112001,01,25,2,88,17,NA,NA,Honours Degree/Postgrad Diploma/Occupational Cert NQF 8,No,Not applicable,No time / too busy
798146680000112001,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146860000007401,01,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
798146860000007401,02,11,2,88,7,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Family commitment (e.g. child minding)
798146860000007401,03,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
798146860000010901,01,4,2,88,7,NA,NA,Grade 4/Standard 2,No,Not applicable,Family commitment (e.g. child minding)
798146860000014401,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146860000014401,02,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146860000014401,03,10,2,88,9,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Unable to perform at school
798146860000014401,04,8,2,88,11,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Pregnancy
798146860000021401,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146860000021401,02,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
798146860000021401,03,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
798146860000028401,01,18,2,88,5,NA,NA,N6/NTC 6/Occupational Cert NQF 5,No,Not applicable,No money for fees
798146860000035401,01,22,2,88,7,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Family commitment (e.g. child minding)
798146860000038901,01,9,2,88,1,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Too old/young
798146860000052901,01,11,2,88,7,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Family commitment (e.g. child minding)
798146860000052901,02,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146860000056401,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146860000056401,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146860000056401,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146860000059901,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146860000059901,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146860000063401,01,10,2,88,7,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Family commitment (e.g. child minding)
798146860000063401,02,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
798146860000063401,03,6,1,2,88,NA,NA,Grade 6/Standard 4,Yes,School (Grade R-12),Not applicable
798146860000066901,01,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
798146860000066901,02,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
798146860000070401,01,10,2,88,7,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Family commitment (e.g. child minding)
798146860000070401,02,11,2,88,7,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Family commitment (e.g. child minding)
798146860000070401,03,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
798146860000073901,01,10,2,88,7,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Family commitment (e.g. child minding)
798146860000077401,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146860000077401,02,9,2,88,5,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,No money for fees
798146860000080901,01,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
798146860000080901,02,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146930000009801,01,28,2,88,6,NA,NA,Other,No,Not applicable,"Working (at home, business or job)"
798146930000009801,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146930000017701,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146930000017701,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146930000017701,03,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
798146930000025601,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146930000025601,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146930000033501,01,22,2,88,5,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,No money for fees
798146930000033501,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146930000041401,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146930000041401,02,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146930000041401,03,22,1,6,88,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,Yes,TVET college,Not applicable
798146930000049301,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146930000049301,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146930000049301,03,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
798146930000057201,01,11,2,88,6,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,"Working (at home, business or job)"
798146930000057201,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146930000057201,03,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146930000057201,04,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
798146930000065101,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
798146930000065101,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146930000065101,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
798146930000073001,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
798146930000073001,02,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
